Month,Borough,Community District (CD),Borough Consultation Total SNAP Recipients,Borough Consultation Total SNAP Households,Borough Consultation Total Cash Assistance Recipients,Borough Consultation Total Cash Assistance Cases,Borough Consultation Total Medicaid Only Enrollees,Borough Consultation Total Medicaid Enrollees
09/01/2023,Manhattan,M02,3028,2410,614,476,7749,18543
09/01/2023,Manhattan,M03,37031,25509,8250,5307,9889,19115
09/01/2023,Manhattan,M04,13156,9855,4807,3338,11625,18910
09/01/2023,Manhattan,M05,4577,3589,3335,1941,21044,36597
09/01/2023,Manhattan,M06,5675,4695,1926,1580,33385,52345
09/01/2023,Manhattan,M07,16669,12316,5210,3514,13837,33772
09/01/2023,Manhattan,M08,6403,4940,1711,1211,16164,30393
09/01/2023,Manhattan,M09,22013,14651,6898,4289,15536,29758
09/01/2023,Manhattan,M10,29696,19638,11004,7042,10297,33913
09/01/2023,Manhattan,M11,42093,26620,14988,8931,15012,32128
09/01/2023,Manhattan,M12,47360,32837,10489,6817,15869,30634
09/01/2023,Queens,Q01,24839,15260,7076,3963,14647,27048
09/01/2023,Queens,Q02,12011,7823,2587,1713,10305,15040
09/01/2023,Queens,Q03,25324,15090,4085,2524,19693,27334
09/01/2023,Queens,Q04,27962,16881,4313,2718,21676,30504
09/01/2023,Queens,Q05,20445,12328,3684,2293,12696,19644
09/01/2023,Queens,Q06,12333,8211,1855,1181,8276,13202
09/01/2023,Queens,Q07,34713,23144,6079,4053,28622,41349
09/01/2023,Queens,Q08,20945,12703,4377,2632,14217,22764
09/01/2023,Queens,Q09,24804,14581,5391,3194,14515,23843
09/01/2023,Queens,Q10,18267,11109,3937,2226,10770,17757
09/01/2023,Queens,Q11,9416,6190,1476,955,8372,11580
09/01/2023,Queens,Q12,47717,28818,15060,8452,24599,48216
09/01/2023,Queens,Q13,22470,14393,6121,3751,14653,25072
09/01/2023,Queens,Q14,29863,16532,10903,5204,11478,30275
09/01/2023,Staten_Island,S01,39613,21313,14603,6928,14703,37898
09/01/2023,Staten_Island,S02,18096,10468,4164,2282,10970,19213
09/01/2023,Staten_Island,S03,13101,8138,2761,1623,8121,13621
12/01/2023,Bronx,B01,44390,25258,16783,9042,1774,3063
12/01/2023,Bronx,B02,22771,13060,8755,4548,2334,3608
12/01/2023,Bronx,B03,42615,24484,16725,9137,17493,36149
12/01/2023,Bronx,B04,56021,32697,19973,10701,6820,15119
12/01/2023,Bronx,B05,53780,31178,20488,11026,4861,9361
12/01/2023,Bronx,B06,39608,22316,17687,9020,3923,7454
12/01/2023,Bronx,B07,47787,28258,17193,9371,8705,18520
12/01/2023,Bronx,B08,18718,11482,5222,2884,4996,8474
12/01/2023,Bronx,B09,56051,31560,19760,10014,8700,20456
12/01/2023,Bronx,B10,21273,12920,6084,3312,10442,28059
12/01/2023,Bronx,B11,26880,15834,8669,4752,14422,39205
12/01/2023,Bronx,B12,41803,23380,18679,9356,20683,42253
12/01/2023,Brooklyn,K01,50656,20862,8935,3773,12579,39591
12/01/2023,Brooklyn,K02,13751,9554,4460,2922,6236,20332
12/01/2023,Brooklyn,K03,43404,23629,12916,6988,11479,37828
12/01/2023,Brooklyn,K04,22813,14717,5473,3197,17119,48630
12/01/2023,Brooklyn,K05,64377,37987,20540,10936,15574,47064
12/01/2023,Brooklyn,K06,10074,6683,3081,1763,10482,37255
12/01/2023,Brooklyn,K07,22757,14076,4494,2813,15724,42730
12/01/2023,Brooklyn,K08,18952,12656,6427,4008,8004,17442
12/01/2023,Brooklyn,K09,21294,13288,5492,3416,19513,50761
12/01/2023,Brooklyn,K10,19926,12031,3470,2107,9848,20330
12/01/2023,Brooklyn,K11,41722,24229,5866,3323,11268,26103
12/01/2023,Brooklyn,K12,66188,21778,12863,3611,14771,41813
12/01/2023,Brooklyn,K13,34009,22345,8358,4384,25441,41096
12/01/2023,Brooklyn,K14,34107,19897,7706,4514,5816,13871
12/01/2023,Brooklyn,K15,32477,19437,5890,3136,16517,37621
12/01/2023,Brooklyn,K16,36117,21447,15388,8115,9519,20250
12/01/2023,Brooklyn,K17,33306,21588,11704,7004,21874,54608
12/01/2023,Brooklyn,K18,30484,19018,8466,4827,4408,10367
12/01/2023,Manhattan,M01,1986,1533,615,428,13334,22185
12/01/2023,Manhattan,M02,2984,2376,574,435,8025,18769
12/01/2023,Manhattan,M03,36829,25428,7945,5129,10185,19532
12/01/2023,Manhattan,M04,13148,9862,5019,3469,11934,19288
12/01/2023,Manhattan,M05,4878,3716,3636,2021,21447,37236
12/01/2023,Manhattan,M06,5842,4750,1979,1560,33591,52281
12/01/2023,Manhattan,M07,16901,12418,5384,3573,14244,34116
12/01/2023,Manhattan,M08,6346,4929,1719,1214,16734,31169
12/01/2023,Manhattan,M09,21909,14669,6834,4280,16211,30657
12/01/2023,Manhattan,M10,29989,19887,11034,7089,10792,34444
12/01/2023,Manhattan,M11,42024,26663,14826,8830,15728,33376
12/01/2023,Manhattan,M12,47352,32867,10501,6792,16585,31518
12/01/2023,Queens,Q01,25343,15478,7472,4076,15172,28217
12/01/2023,Queens,Q02,12124,7853,2743,1799,10590,15526
12/01/2023,Queens,Q03,25203,15103,4165,2564,20028,27782
12/01/2023,Queens,Q04,28260,17066,4306,2706,21893,30760
12/01/2023,Queens,Q05,20736,12456,3784,2315,13100,20181
12/01/2023,Queens,Q06,12649,8355,1963,1214,8585,13657
12/01/2023,Queens,Q07,35635,23715,6333,4218,29491,42535
12/01/2023,Queens,Q08,21460,12962,4546,2709,14717,23457
12/01/2023,Queens,Q09,25104,14702,5544,3248,15020,24530
12/01/2023,Queens,Q10,18450,11201,4010,2259,11261,18366
12/01/2023,Queens,Q11,9565,6317,1553,992,8702,11994
12/01/2023,Queens,Q12,49054,29490,15980,8857,25821,50450
12/01/2023,Queens,Q13,22768,14521,6403,3871,15303,26010
12/01/2023,Queens,Q14,30306,16717,11253,5348,11775,30854
12/01/2023,Staten_Island,S01,39526,21263,14864,7042,15281,38808
12/01/2023,Staten_Island,S02,18381,10576,4165,2304,11331,19658
12/01/2023,Staten_Island,S03,13463,8270,2855,1669,8475,14163
03/01/2024,Bronx,B01,45890,26184,17620,9542,2013,3338
03/01/2024,Bronx,B02,23387,13427,9132,4801,2392,3684
03/01/2024,Bronx,B03,44362,25530,17653,9728,18077,37005
03/01/2024,Bronx,B04,58346,34158,21064,11429,7277,15871
03/01/2024,Bronx,B05,56148,32580,21869,11870,5800,10863
03/01/2024,Bronx,B06,41142,23195,18565,9510,4204,7906
03/01/2024,Bronx,B07,49878,29463,18179,9960,9197,19284
03/01/2024,Bronx,B08,19428,11887,5538,3089,5241,8849
03/01/2024,Bronx,B09,57943,32664,20881,10660,9014,21141
03/01/2024,Bronx,B10,22001,13412,6525,3568,10819,28850
03/01/2024,Bronx,B11,28027,16457,9254,5063,15149,40611
03/01/2024,Bronx,B12,43779,24412,19847,9969,21441,43802
03/01/2024,Brooklyn,K01,52340,21474,9264,4044,13054,40850
03/01/2024,Brooklyn,K02,14283,9949,4723,3145,6450,20802
03/01/2024,Brooklyn,K03,45127,24434,13593,7441,12022,39253
03/01/2024,Brooklyn,K04,23271,15112,5699,3390,18033,50554
03/01/2024,Brooklyn,K05,66821,39461,21994,11778,16273,49014
03/01/2024,Brooklyn,K06,10338,6900,3298,1902,10983,38493
03/01/2024,Brooklyn,K07,23509,14560,4834,3044,16491,44549
03/01/2024,Brooklyn,K08,19536,13107,6778,4260,8573,18359
03/01/2024,Brooklyn,K09,22210,13890,5929,3732,20199,52570
03/01/2024,Brooklyn,K10,20444,12357,3758,2276,10225,21193
03/01/2024,Brooklyn,K11,42858,24795,6340,3523,11769,27166
03/01/2024,Brooklyn,K12,69110,22590,13208,3806,15654,43816
03/01/2024,Brooklyn,K13,34671,22791,8703,4584,25760,41795
03/01/2024,Brooklyn,K14,35435,20668,8416,5019,6171,14410
03/01/2024,Brooklyn,K15,33211,19796,6334,3352,17120,38767
03/01/2024,Brooklyn,K16,37379,22251,16261,8679,9899,20784
03/01/2024,Brooklyn,K17,34771,22559,13043,7821,22742,56768
03/01/2024,Brooklyn,K18,32006,19942,9466,5450,4692,10793
03/01/2024,Manhattan,M01,2085,1587,694,461,13641,22844
03/01/2024,Manhattan,M02,3042,2427,605,467,8460,19484
03/01/2024,Manhattan,M03,37666,26100,8411,5505,10589,20341
03/01/2024,Manhattan,M04,13670,10265,5387,3665,12215,19885
03/01/2024,Manhattan,M05,5309,4034,4329,2353,22132,38513
03/01/2024,Manhattan,M06,6172,4932,2192,1692,34055,53252
03/01/2024,Manhattan,M07,17371,12776,5719,3825,14924,35186
03/01/2024,Manhattan,M08,6523,5071,1881,1327,17464,32621
03/01/2024,Manhattan,M09,22780,15221,7450,4718,17081,31971
03/01/2024,Manhattan,M10,31111,20643,11720,7580,11352,35787
03/01/2024,Manhattan,M11,43198,27490,15840,9508,16521,35361
03/01/2024,Manhattan,M12,48765,33832,11534,7436,17450,33205
03/01/2024,Queens,Q01,26392,16114,8188,4496,15842,29547
03/01/2024,Queens,Q02,12757,8260,3113,2035,10970,16263
03/01/2024,Queens,Q03,26259,15727,4670,2832,20654,28903
03/01/2024,Queens,Q04,29190,17665,4787,2971,22292,31676
03/01/2024,Queens,Q05,21395,12885,3990,2481,13528,20896
03/01/2024,Queens,Q06,13284,8659,2232,1370,8934,14368
03/01/2024,Queens,Q07,36907,24605,6823,4587,30520,44174
03/01/2024,Queens,Q08,22319,13426,4998,2993,15249,24509
03/01/2024,Queens,Q09,26072,15298,6036,3539,15448,25441
03/01/2024,Queens,Q10,19048,11631,4419,2493,11772,19323
03/01/2024,Queens,Q11,9973,6573,1725,1102,9127,12663
03/01/2024,Queens,Q12,51570,30972,18024,9996,27399,53912
03/01/2024,Queens,Q13,23788,15173,7118,4319,16000,27463
03/01/2024,Queens,Q14,31383,17312,12175,5853,12445,32311
03/01/2024,Staten_Island,S01,41073,22061,15714,7518,15994,40338
03/01/2024,Staten_Island,S02,19012,10885,4495,2482,11808,20536
03/01/2024,Staten_Island,S03,13984,8613,3147,1840,8886,14968
06/01/2024,Bronx,B01,46270,26453,18127,9831,1981,3439
06/01/2024,Bronx,B02,23546,13510,9444,4935,2290,3607
06/01/2024,Bronx,B03,44823,25979,18319,10165,17344,36410
06/01/2024,Bronx,B04,58984,34730,22023,12045,6961,15801
06/01/2024,Bronx,B05,56790,33130,22520,12352,5442,11205
06/01/2024,Bronx,B06,41298,23417,19087,9830,4053,8099
06/01/2024,Bronx,B07,50373,29843,18862,10366,8962,19049
06/01/2024,Bronx,B08,19637,12096,5858,3300,5165,8846
06/01/2024,Bronx,B09,58666,33183,21693,11096,8483,20857
06/01/2024,Bronx,B10,22245,13610,6735,3710,10074,28391
06/01/2024,Bronx,B11,28260,16606,9685,5302,14020,39926
06/01/2024,Bronx,B12,44436,24860,20583,10405,20532,43191
06/01/2024,Brooklyn,K01,52724,21750,9512,4244,11724,40015
06/01/2024,Brooklyn,K02,14351,10090,4864,3267,5842,20469
06/01/2024,Brooklyn,K03,45252,24602,13809,7622,10988,38790
06/01/2024,Brooklyn,K04,23484,15351,5843,3495,16660,49932
06/01/2024,Brooklyn,K05,67544,40047,23050,12364,14805,48261
06/01/2024,Brooklyn,K06,10366,6938,3517,2033,9843,37852
06/01/2024,Brooklyn,K07,23921,14891,5109,3206,15110,43686
06/01/2024,Brooklyn,K08,19715,13330,7049,4515,8203,18266
06/01/2024,Brooklyn,K09,22373,14054,6215,3933,18506,51910
06/01/2024,Brooklyn,K10,20563,12483,3903,2383,9644,20858
06/01/2024,Brooklyn,K11,43213,25023,6589,3609,10918,26684
06/01/2024,Brooklyn,K12,69384,22809,13261,3878,14412,43210
06/01/2024,Brooklyn,K13,34717,22898,8835,4657,20785,37022
06/01/2024,Brooklyn,K14,35767,21056,8877,5301,5900,14234
06/01/2024,Brooklyn,K15,33478,19974,6652,3486,14679,36409
06/01/2024,Brooklyn,K16,37870,22554,16873,8986,8622,19624
06/01/2024,Brooklyn,K17,35610,23209,13895,8294,21162,55975
06/01/2024,Brooklyn,K18,32748,20490,10082,5845,4405,10686
06/01/2024,Manhattan,M01,2132,1625,843,514,11899,21382
06/01/2024,Manhattan,M02,3071,2458,659,497,7824,19070
06/01/2024,Manhattan,M03,37757,26239,8608,5645,9678,19618
06/01/2024,Manhattan,M04,13964,10535,5591,3849,11145,18973
06/01/2024,Manhattan,M05,5632,4275,4906,2651,20179,36739
06/01/2024,Manhattan,M06,6716,5252,2576,1909,27136,46460
06/01/2024,Manhattan,M07,17325,12889,5764,3887,14102,34435
06/01/2024,Manhattan,M08,6643,5147,1971,1402,15776,31361
06/01/2024,Manhattan,M09,23024,15453,7756,4917,15889,31041
06/01/2024,Manhattan,M10,31333,20913,12071,7810,10303,35278
06/01/2024,Manhattan,M11,43417,27725,16462,9900,15481,35087
06/01/2024,Manhattan,M12,49064,34164,12040,7793,16335,32712
06/01/2024,Queens,Q01,26721,16400,8640,4767,14778,28844
06/01/2024,Queens,Q02,13051,8482,3290,2145,9943,15449
06/01/2024,Queens,Q03,26596,16015,4948,3000,17854,26473
06/01/2024,Queens,Q04,29574,17962,4964,3080,19125,28669
06/01/2024,Queens,Q05,21569,13124,4261,2665,12284,19892
06/01/2024,Queens,Q06,13525,8839,2451,1477,8627,14310
06/01/2024,Queens,Q07,37696,25159,7138,4815,29249,43284
06/01/2024,Queens,Q08,22691,13702,5203,3110,14510,24001
06/01/2024,Queens,Q09,26492,15581,6406,3732,14221,24551
06/01/2024,Queens,Q10,19319,11824,4783,2678,11126,19028
06/01/2024,Queens,Q11,10199,6725,1885,1201,8921,12616
06/01/2024,Queens,Q12,52892,31719,19374,10731,25884,53919
06/01/2024,Queens,Q13,24097,15430,7427,4547,15315,26908
06/01/2024,Queens,Q14,31786,17595,12586,6103,11588,31849
06/01/2024,Staten_Island,S01,41413,22398,16193,7828,30405,63686
06/01/2024,Staten_Island,S02,19353,11080,4642,2571,2065,6769
06/01/2024,Staten_Island,S03,14145,8716,3261,1903,1573,3443
